Aircraft.damage,Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Weather.Condition,Broad.phase.of.flight,Publication.Date,is_destroyed
Substantial,CESSNA,210,0.0,0.0,VMC,,2020-09-25,False
Unknown,NORTH AMERICAN,NA 265-80,0.0,0.0,,,2020-09-25,False
Substantial,PIPER,PA 22-150,0.0,1.0,VMC,,2020-09-25,False
Substantial,BEECH,V35B,0.0,0.0,VMC,,2020-09-25,False
Substantial,BELL,206B,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-28-140,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,T210M,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,TU206G,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172S,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-23-250,0.0,0.0,VMC,,2020-09-25,False
Substantial,MOONEY,M20,1.0,0.0,VMC,,2020-09-25,False
Substantial,EUROCOPTER,AS 350,0.0,0.0,VMC,,2020-09-25,False
Substantial,AIR TRACTOR INC,AT 301,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,510,0.0,0.0,VMC,,2020-09-25,False
Substantial,AVIAT AIRCRAFT INC,S 2C,0.0,0.0,VMC,,2020-09-25,False
Destroyed,RAYTHEON AIRCRAFT COMPANY,B200,1.0,0.0,VMC,,2020-09-25,True
Substantial,CESSNA,172P,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,162,0.0,0.0,VMC,,2020-09-25,False
Substantial,BELL,206B-3,1.0,0.0,,,2020-09-25,False
Substantial,CESSNA,T210M,0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,172M,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 22-150,0.0,0.0,VMC,,2020-09-25,False
Unknown,BOEING,767 322,0.0,0.0,,,2020-09-25,False
Substantial,BEECH,A35,0.0,0.0,VMC,,2020-09-25,False
Destroyed,CIRRUS DESIGN CORP,SR22,3.0,0.0,IMC,,2020-09-25,True
Substantial,CHAMPION,7AC,0.0,0.0,VMC,,2020-09-25,False
Substantial,BOEING,737-400,0.0,0.0,,,2020-09-25,False
Substantial,CESSNA,210B,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172,1.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,140A,2.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,177,0.0,0.0,VMC,,2020-09-25,False
Substantial,BEECH,76,0.0,0.0,VMC,,2020-09-25,False
Substantial,MOONEY,M20C,0.0,0.0,VMC,,2020-09-25,False
Destroyed,BEECH,A36,3.0,0.0,VMC,,2020-09-25,True
Unknown,BELL,407,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,150,2.0,0.0,,,2020-09-25,False
Substantial,CESSNA,172S,0.0,0.0,VMC,,2020-09-25,False
Substantial,AEROSPATIALE,AS350BA,0.0,2.0,VMC,,2020-09-25,False
Destroyed,CESSNA,172K,2.0,0.0,VMC,,2020-11-03,True
Substantial,CHAMPION,7ECA,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,U206G,0.0,0.0,VMC,,2020-09-25,False
Substantial,ROBINSON HELICOPTER,R22 BETA,0.0,2.0,VMC,,2020-09-25,False
Substantial,HELIO,H 295,0.0,0.0,VMC,,2020-09-25,False
Destroyed,DEHAVILLAND,TIGER MOTH DH 82A,0.0,1.0,VMC,,2020-09-25,True
Substantial,BEECH,F33A,0.0,1.0,VMC,,2020-09-25,False
Destroyed,MOONEY,M20C,2.0,0.0,IMC,,2020-09-25,True
Substantial,CESSNA,150L,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,401A,0.0,0.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA-25-235,1.0,0.0,,,2020-09-25,True
Substantial,AERO COMMANDER,500 B,1.0,0.0,VMC,,2020-09-25,False
Substantial,BEECH,58P,0.0,1.0,IMC,,2020-09-25,False
Substantial,PIPER,PA31,6.0,0.0,,,2020-09-25,False
Substantial,CESSNA,T182T,0.0,0.0,VMC,,2020-09-25,False
Minor,BOEING,737 7H4,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 24-250,1.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28-181,0.0,1.0,VMC,,2020-09-25,False
Substantial,AERO COMMANDER,500A,1.0,0.0,VMC,,2020-09-25,False
Minor,EMBRAER,EMB-505,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,182Q,0.0,0.0,VMC,,2020-09-25,False
Substantial,BELLANCA,8KCAB,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,T210,0.0,0.0,VMC,,2020-09-25,False
Substantial,HILLER,OH 23B,0.0,0.0,VMC,,2020-09-25,False
Unknown,BOEING,737 824,0.0,12.0,IMC,,2020-09-25,False
Substantial,CESSNA,172M,0.0,0.0,VMC,,2020-09-25,False
Substantial,BEECH,B300,0.0,0.0,,,2020-09-25,False
Substantial,SOCATA,TB 20 TRINIDAD,0.0,0.0,IMC,,2020-09-25,False
Substantial,PIPER,PA 18-150,0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,170B,1.0,0.0,VMC,,2020-09-25,False
Substantial,AMERICAN CHAMPION AIRCRAFT,7EC,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 24-250,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,182,0.0,0.0,VMC,,2020-09-25,False
Substantial,RANS,S-14,0.0,0.0,VMC,,2020-09-25,False
Substantial,BELLANCA,17-30A,1.0,0.0,VMC,,2020-09-25,False
Destroyed,AIR TRACTOR INC,AT 502B,1.0,0.0,VMC,,2020-09-25,True
Substantial,PIPER,PA 28-180,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28R-201T,0.0,0.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA28,1.0,0.0,IMC,,2020-09-25,True
Destroyed,PIPER,PA-31-350,0.0,0.0,VMC,,2020-09-25,True
Substantial,ROBINSON HELICOPTER COMPANY,R44,2.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-46-310P,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,210,0.0,0.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA-31-350,10.0,0.0,,,2020-09-25,True
Substantial,CESSNA,210 5(205),0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,R182,0.0,0.0,VMC,,2020-09-25,False
Destroyed,SCHWEIZER,269C - 1,2.0,0.0,UNK,,2020-09-25,True
Substantial,CIRRUS DESIGN CORP,SR20,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,150J,0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,152,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,U206F,2.0,0.0,,,2020-09-25,False
Unknown,BOEING,757 - 236,0.0,0.0,,,2020-09-25,False
Substantial,TAYLORCRAFT,BL 65,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 18-150,0.0,1.0,VMC,,2020-09-25,False
Destroyed,EMBRAER,EMB-500,3.0,0.0,IMC,,2021-06-14,True
Substantial,ENSTROM,280FX,0.0,1.0,VMC,,2020-09-25,False
Destroyed,CESSNA,152,0.0,0.0,VMC,,2020-09-25,True
Substantial,CESSNA,P210 - N,0.0,2.0,VMC,,2020-09-25,False
Minor,CESSNA,182S,0.0,0.0,VMC,,2020-09-25,False
Unknown,BOEING,737 7H4,0.0,0.0,IMC,,2020-09-25,False
Substantial,CESSNA,182T,0.0,0.0,VMC,,2020-09-25,False
Unknown,CESSNA,T182T,0.0,0.0,VMC,,2020-09-25,False
Substantial,BOEING,737,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 46 350P,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 18-150,1.0,0.0,VMC,,2020-09-25,False
Substantial,EUROCOPTER,AS 350 B2 ECUREUIL,0.0,0.0,VMC,,2020-09-25,False
Unknown,BOEING,777 223,0.0,10.0,,,2020-09-25,False
Unknown,BOMBARDIER INC,DHC-8-402,0.0,0.0,,,2020-09-25,False
Substantial,BOEING,737-800,0.0,0.0,,,2020-09-25,False
Unknown,BOEING,757 - 236,0.0,0.0,,,2020-09-25,False
Substantial,CESSNA,310J,0.0,0.0,VMC,,2020-09-25,False
Destroyed,BEECH,V35A,1.0,0.0,IMC,,2020-09-25,True
Minor,CESSNA,180J,0.0,0.0,VMC,,2020-09-25,False
Substantial,BELL,430,0.0,0.0,VMC,,2020-09-25,False
Destroyed,CESSNA,172M,1.0,0.0,VMC,,2020-09-25,True
Substantial,CESSNA,172M,0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,172,2.0,0.0,IMC,,2020-09-25,False
Destroyed,PIPER,PA-34-200T,1.0,0.0,IMC,,2020-09-25,True
Destroyed,CESSNA,T207 - A,7.0,0.0,UNK,,2020-09-25,True
Substantial,PIPER,PA-32-260,0.0,0.0,,,2020-09-25,False
Substantial,CESSNA,182P,0.0,0.0,VMC,,2020-09-25,False
Unknown,AIRBUS,A330 - 201,0.0,0.0,,,2020-09-25,False
Destroyed,AEROSPATIALE,AS350B,5.0,0.0,VMC,,2020-09-25,True
Destroyed,AIRBUS,A320 - 216,162.0,0.0,,,2020-09-25,True
Substantial,CESSNA,310N,0.0,0.0,VMC,,2020-09-25,False
Substantial,ROBINSON HELICOPTER,R22 BETA,1.0,0.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA 23-160,1.0,0.0,VMC,,2020-09-25,True
Substantial,ROBINSON HELICOPTER COMPANY,R44 II,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172 - S,2.0,0.0,,,2020-09-25,False
Minor,BOEING,737,0.0,0.0,,,2020-09-25,False
Substantial,CESSNA,404,1.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,208B,0.0,0.0,IMC,,2020-09-25,False
Substantial,PIPER,PA 28-181,2.0,0.0,IMC,,2020-09-25,False
Unknown,ROBINSON HELICOPTER,R22 BETA II,0.0,0.0,VMC,,2020-09-25,False
Destroyed,BELL,206,2.0,0.0,IMC,,2020-09-25,True
Substantial,CESSNA,140,0.0,2.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-46-350P,0.0,0.0,VMC,,2020-09-25,False
Destroyed,RANS,S6,0.0,0.0,,,2020-09-25,True
Substantial,PIPER,PA34,4.0,0.0,IMC,,2020-09-25,False
Substantial,ROBINSON HELICOPTER COMPANY,R44 II,0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,P206,0.0,4.0,VMC,,2020-09-25,False
Substantial,BEECH,35 A33,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172D,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28R-200,0.0,0.0,VMC,,2020-09-25,False
Substantial,RAYTHEON AIRCRAFT COMPANY,A36,0.0,0.0,IMC,,2020-09-25,False
Substantial,CESSNA,172M,0.0,0.0,VMC,,2020-09-25,False
Substantial,BEECH,V35B,0.0,3.0,VMC,,2020-09-25,False
Substantial,CESSNA,195B,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,A185E,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,210,0.0,0.0,VMC,,2020-09-25,False
Substantial,CIRRUS DESIGN CORP,SR22,1.0,0.0,UNK,,2020-09-25,False
Substantial,CESSNA,150G,0.0,1.0,VMC,,2020-09-25,False
Destroyed,ROBINSON HELICOPTER,R22 BETA,1.0,0.0,VMC,,2020-09-25,True
Substantial,CESSNA,180,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,152,0.0,1.0,VMC,,2020-09-25,False
Destroyed,ROBINSON,R44 - II,1.0,0.0,,,2020-09-25,True
Substantial,EMBRAER,EMB-710C,2.0,0.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA 28RT-201T,1.0,0.0,VMC,,2020-09-25,True
Substantial,PIPER,PA-28R-200,0.0,0.0,IMC,,2020-09-25,False
Unknown,BOEING,747 - 406,0.0,0.0,,,2020-09-25,False
Unknown,GULFSTREAM,GV - SP G550,0.0,0.0,,,2020-09-25,False
Substantial,CESSNA,152,1.0,0.0,IMC,,2021-06-14,False
Substantial,CESSNA,210J,0.0,2.0,VMC,,2020-09-25,False
Substantial,CESSNA,A188B,1.0,0.0,,,2020-09-25,False
Minor,GULFSTREAM,G200,0.0,0.0,,,2020-09-25,False
Substantial,CESSNA,150L,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,182R,0.0,0.0,VMC,,2020-09-25,False
Substantial,LUSCOMBE,8,1.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172L,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172N,0.0,3.0,VMC,,2020-09-25,False
Substantial,CESSNA,172K,0.0,0.0,VMC,,2020-09-25,False
Substantial,MOONEY,M20C,0.0,0.0,VMC,,2020-09-25,False
Destroyed,BELL,206 - L1,0.0,4.0,,,2020-09-25,True
Substantial,BEECH,A36TC,0.0,0.0,VMC,,2020-09-25,False
Substantial,DIAMOND AIRCRAFT IND INC,DA 20 C1,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-28-161,0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,172F,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28-140,0.0,1.0,VMC,,2020-09-25,False
Substantial,ROBINSON,R66,0.0,0.0,,,2020-09-25,False
Destroyed,BEECH,36,2.0,0.0,UNK,,2020-09-25,True
Substantial,CESSNA,170B,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-31-350,0.0,0.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA-23,2.0,0.0,VMC,,2020-09-25,True
Substantial,CESSNA,152,0.0,0.0,VMC,,2020-09-25,False
Unknown,BOEING,787-8,0.0,0.0,,,2020-09-25,False
Substantial,CESSNA,172I,0.0,0.0,VMC,,2020-09-25,False
Substantial,MAULE,MX 7-180,0.0,0.0,VMC,,2020-09-25,False
Substantial,ROBINSON,R44 - II,0.0,0.0,,,2020-09-25,False
Substantial,CESSNA,150,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172F,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,150E,0.0,2.0,VMC,,2020-09-25,False
Substantial,CESSNA,182L,1.0,1.0,IMC,,2020-09-25,False
Substantial,CIRRUS,SR22 - NO SERIES,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172N,0.0,2.0,VMC,,2020-09-25,False
Substantial,CESSNA,182C,0.0,2.0,VMC,,2020-09-25,False
Destroyed,ENSTROM,280FX,2.0,0.0,VMC,,2020-09-25,True
Substantial,DIAMOND AIRCRAFT IND INC,DA 40,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,310B,0.0,0.0,VMC,,2020-09-25,False
Minor,PIPER,PA-28R-200,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 12,0.0,0.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA 46 350P,1.0,0.0,UNK,,2020-09-25,True
Substantial,PIPER,PA 18,0.0,0.0,VMC,,2020-09-25,False
Substantial,ROBINSON HELICOPTER COMPANY,R44 II,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 12,0.0,0.0,VMC,,2020-09-25,False
Substantial,SCHWEIZER,269C 1,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-32-301,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 18-150,0.0,2.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA46 500TP,1.0,0.0,IMC,,2020-09-25,True
Substantial,CESSNA,441,1.0,0.0,IMC,,2020-09-25,False
Substantial,BEECH,A36,0.0,2.0,VMC,,2020-09-25,False
Substantial,AIR TRACTOR INC,AT 602,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,152,0.0,0.0,VMC,,2020-09-25,False
Unknown,ROBINSON,R66,0.0,0.0,,,2020-09-25,False
Substantial,AMERICAN,AA-1,0.0,0.0,VMC,,2020-09-25,False
Substantial,MOONEY,M20F,0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,U206 - G,0.0,1.0,VMC,,2020-09-25,False
Substantial,DEHAVILLAND,DHC 6 TWIN OTTER,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,180,0.0,0.0,VMC,,2020-09-25,False
Substantial,VANS,RV7 - UNDESIGNAT,0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,402C,0.0,0.0,VMC,,2020-09-25,False
Substantial,EMBRAER,ERJ 190 100 IGW,0.0,1.0,VMC,,2021-05-06,False
Substantial,RAYTHEON AIRCRAFT COMPANY,B300,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,185 - E,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA28,1.0,0.0,VMC,,2020-09-25,False
Destroyed,BEECH,1900,4.0,0.0,VMC,,2021-06-15,True
Unknown,BELL,206 - L4,0.0,0.0,,,2020-09-25,False
Substantial,PIPER,PA 46-350P,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,150M,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28R-180,0.0,1.0,VMC,,2020-09-25,False
Substantial,MOONEY,M20E - NO SERIES,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA28 - 180,0.0,0.0,VMC,,2020-09-25,False
Unknown,BOEING,767,0.0,4.0,IMC,,2020-09-25,False
Substantial,ROBINSON HELICOPTER,R22 BETA,0.0,1.0,VMC,,2020-09-25,False
Substantial,BELL,206,0.0,0.0,VMC,,2020-09-25,False
Unknown,CAMERON,Z90 - NO SERIES,0.0,0.0,VMC,,2020-09-25,False
Unknown,AIRBUS,A320,0.0,0.0,,,2020-09-25,False
Substantial,BELL,206 - L4,0.0,0.0,,,2020-09-25,False
Substantial,BEECH,58,0.0,0.0,IMC,,2020-09-25,False
Substantial,PIPER,PA 31-350,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,T210 - L,0.0,0.0,VMC,,2020-09-25,False
Minor,BOEING,767 - 204ER,0.0,0.0,,,2020-09-25,False
Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,0.0,0.0,VMC,,2020-09-25,False
Unknown,EMBRAER,EMB 145LR,0.0,0.0,VMC,,2020-09-25,False
Substantial,CIRRUS DESIGN CORP,SR22,0.0,0.0,VMC,,2020-09-25,False
Substantial,ROBINSON,R44 II,2.0,0.0,,,2020-09-25,False
Substantial,PIPER,PA 32RT-300T,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172P,0.0,0.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA46 - 350P,1.0,0.0,VMC,,2020-09-25,True
Substantial,PIPER,PA 18-150,0.0,0.0,VMC,,2020-09-25,False
Unknown,MCDONNELL DOUGLAS,MD 11F,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28R-201,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,208,0.0,0.0,VMC,,2020-09-25,False
Unknown,BOEING,747 - 468,0.0,0.0,,,2020-09-25,False
Unknown,BOEING,737 - 8AS,0.0,0.0,,,2020-09-25,False
Substantial,BELL,47G 2A,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28R-200,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA28,0.0,0.0,VMC,,2020-09-25,False
Substantial,CIRRUS,SR22,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,J3C 65,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28-181,0.0,0.0,VMC,,2020-09-25,False
Substantial,STINSON,108,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 46-310P,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28-140,0.0,1.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 18,0.0,0.0,VMC,,2020-09-25,False
Substantial,ROBINSON HELICOPTER,R22 BETA,0.0,1.0,VMC,,2020-09-25,False
Substantial,CESSNA,152,0.0,1.0,VMC,,2020-09-25,False
Substantial,MOONEY,M20F,3.0,0.0,IMC,,2020-09-25,False
Substantial,BEECH,58,0.0,0.0,IMC,,2020-09-25,False
Substantial,PIPER,PA28,1.0,0.0,,,2020-09-25,False
Substantial,BELL,407,0.0,0.0,VMC,,2020-09-25,False
Substantial,CHAMPION,7EC,0.0,0.0,VMC,,2020-09-25,False
Substantial,WACO,UPF 7,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 18-150,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172S,0.0,0.0,VMC,,2020-09-25,False
Substantial,ERCOUPE,415 C,0.0,0.0,VMC,,2020-09-25,False
Substantial,BELLANCA,8KCAB,2.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172P,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA18 - 150,0.0,0.0,VMC,,2020-09-25,False
Destroyed,BELL,UH1H - NO SERIES,1.0,0.0,,,2020-09-25,True
Substantial,CESSNA,182M,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA23,0.0,0.0,VMC,,2020-09-25,False
Substantial,CIRRUS DESIGN CORP,SR22,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-24-250,1.0,0.0,VMC,,2020-09-25,False
Substantial,AERONCA,7AC,0.0,0.0,VMC,,2020-09-25,False
Substantial,BELL,206B,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,182L,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,208B,0.0,0.0,IMC,,2020-09-25,False
Substantial,MAULE,M 7-260C,0.0,0.0,VMC,,2020-09-25,False
Substantial,BEECH,B19,0.0,2.0,VMC,,2020-09-25,False
Substantial,CESSNA,170A,0.0,0.0,VMC,,2020-09-25,False
Substantial,BOEING,A75N1(PT17),0.0,0.0,VMC,,2020-09-25,False
Substantial,BEECH,390,0.0,0.0,,,2020-09-25,False
Destroyed,EUROCOPTER,AS 350 B2,1.0,0.0,UNK,,2020-09-25,True
Substantial,AIRBUS,AS350 B2,0.0,0.0,VMC,,2020-09-25,False
Substantial,AVIAT,A1 - B,0.0,0.0,VMC,,2020-09-25,False
Minor,BOMBARDIER INC,CL 600 2C10,0.0,0.0,VMC,,2021-02-24,False
Substantial,ENSTROM,F28 - C,0.0,0.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA-34-200T,1.0,0.0,UNK,,2020-09-25,True
Substantial,CESSNA,172C,0.0,1.0,VMC,,2020-09-25,False
Substantial,BEECH,76,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA18 - 150,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,140,0.0,1.0,VMC,,2020-09-25,False
Destroyed,CESSNA,182Q,1.0,0.0,IMC,,2020-09-25,True
Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,0.0,1.0,VMC,,2020-09-25,False
Substantial,PIPER,PA32RT - 300T,3.0,0.0,,,2020-09-25,False
Substantial,BEECH,A36,0.0,0.0,VMC,,2020-09-25,False
Substantial,AMERICAN CHAMPION AIRCRAFT,7GCAA,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 12,0.0,1.0,VMC,,2020-09-25,False
Substantial,PIPER,PA30 - NO SERIES,0.0,3.0,VMC,,2020-09-25,False
Destroyed,BEECH,B90,10.0,0.0,VMC,,2020-09-25,True
Substantial,CESSNA,150,0.0,0.0,IMC,,2020-09-25,False
Substantial,CESSNA,TU206 - G,2.0,2.0,,,2020-09-25,False
Substantial,EMBRAER,EMB 145LR,0.0,0.0,IMC,,2020-09-25,False
Substantial,DIAMOND AIRCRAFT IND INC,DA40,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,310Q,0.0,0.0,VMC,,2020-09-25,False
Substantial,VANS,RV6A,0.0,2.0,VMC,,2020-09-25,False
Substantial,ROBINSON HELICOPTER,R44,0.0,1.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-28-235,0.0,0.0,VMC,,2020-09-25,False
Substantial,SIKORSKY,S76 - C,0.0,5.0,,,2020-09-25,False
Destroyed,ROBINSON HELICOPTER COMPANY,R44 II,3.0,0.0,VMC,,2020-09-25,True
Substantial,BEECH,B23,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172S,0.0,0.0,UNK,,2020-09-25,False
Substantial,CESSNA,208B,0.0,1.0,VMC,,2021-03-11,False
Substantial,CESSNA,150,0.0,1.0,VMC,,2020-09-25,False
Destroyed,BELLANCA,17 31A,0.0,0.0,VMC,,2020-09-25,True
Substantial,BELL,206B,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172 - H,0.0,0.0,VMC,,2020-09-25,False
Unknown,BOEING,737,0.0,0.0,,,2020-09-25,False
Unknown,BOEING,737 - 683,0.0,0.0,UNK,,2020-09-25,False
Substantial,PIPER,PA32R - 301,1.0,0.0,IMC,,2020-09-25,False
Substantial,AIR TRACTOR INC,AT 400,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,R172E,0.0,0.0,VMC,,2020-09-25,False
Substantial,AIR TRACTOR INC,AT 602,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 32R-301T,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,J-4A,2.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,T188C,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,172S,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA-28-140,1.0,0.0,VMC,,2020-09-25,False
Substantial,BEECH,35,0.0,2.0,VMC,,2020-09-25,False
Destroyed,PIPER,PA28,2.0,0.0,VMC,,2020-09-25,True
Substantial,HILLER,UH 12E,0.0,0.0,VMC,,2020-09-25,False
Substantial,LET,L23 - NO SERIES,0.0,1.0,VMC,,2020-09-25,False
Substantial,ROBINSON,R44 - II,1.0,0.0,UNK,,2020-09-25,False
Substantial,AIRBUS,A320 - 211,0.0,28.0,UNK,,2020-09-25,False
Destroyed,RANS,S6 - ES,2.0,0.0,,,2020-09-25,True
Substantial,BEECH,H35,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,170B,0.0,0.0,VMC,,2020-09-25,False
Destroyed,BELL,206 - L4,4.0,0.0,VMC,,2020-09-25,True
Substantial,CESSNA,A185F,0.0,0.0,VMC,,2020-09-25,False
Substantial,AYRES,S2R,0.0,0.0,,,2020-09-25,False
Destroyed,CESSNA,152,1.0,0.0,VMC,,2020-09-25,True
Substantial,ROBINSON HELICOPTER,R22 BETA,0.0,0.0,VMC,,2020-09-25,False
Substantial,CESSNA,182R,0.0,0.0,VMC,,2020-09-25,False
Substantial,BEECH,V35B,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 28R-200,0.0,2.0,VMC,,2020-09-25,False
Substantial,CESSNA,206H,0.0,0.0,VMC,,2020-09-25,False
Minor,AIR TRACTOR INC,AT 402A,0.0,0.0,VMC,,2020-09-25,False
Substantial,PIPER,PA 18-150,0.0,0.0,VMC,,2020-09-25,False
Destroyed,EUROCOPTER,AS365N3,6.0,0.0,,,2020-09-25,True
Substantial,SCHLEICHER,ASW 27,0.0,0.0,UNK,,2020-09-25,False
Substantial,PIPER,PA 22-135,0.0,0.0,VMC,,2020-09-25,False
Substantial,MOONEY,M20J,0.0,0.0,VMC,,2020-09-25,False
